stage	date	truckID	shift	digblock	flitch	materialType	sp	tonnesTruck	planGrade	dilutedGrade	grabSample	ounces	comments
1	8/4/25	DT003	D	CPO_1_4850_0033_MW_001	4850	MW	ROM Sheeting	80	0.672434769	0.67	0.00	1.73	
1	8/4/25	DT003	D	CPO_1_4850_0033_MW_001	4850	MW	ROM Sheeting	80	0.672434769	0.67	0.00	1.73	
1	8/4/25	DT003	D	CPO_1_4850_0033_MW_001	4850	MW	ROM Sheeting	80	0.672434769	0.67	0.00	1.73	
1	8/4/25	DT108	D	CPO_1_4850_0033_MW_001	4850	MW	ROM Sheeting	80	0.672434769	0.67	0.00	1.73	
1	8/4/25	DT108	D	CPO_1_4850_0033_MW_001	4850	MW	ROM Sheeting	80	0.672434769	0.67	0.00	1.73	
1	8/4/25	DT108	D	CPO_1_4850_0033_MW_001	4850	MW	ROM Sheeting	80	0.672434769	0.67	0.00	1.73	
1	8/4/25	DT108	D	CPO_1_4850_0033_MW_001	4850	MW	ROM Sheeting	80	0.672434769	0.67	0.00	1.73	
1	8/4/25	DT108	D	CPO_1_4850_0033_MW_001	4850	MW	ROM Sheeting	80	0.672434769	0.67	0.00	1.73	
1	8/4/25	DT108	D	CPO_1_4850_0033_MW_001	4850	MW	ROM Sheeting	80	0.672434769	0.67	0.00	1.73	
1	8/4/25	DT005	D	CPO_1_4850_0033_MW_001	4850	MW	ROM Sheeting	80	0.672434769	0.67	0.00	1.73	
1	8/4/25	DT005	D	CPO_1_4850_0033_MW_001	4850	MW	ROM Sheeting	80	0.672434769	0.67	0.00	1.73	
1	8/4/25	DT005	D	CPO_1_4850_0033_MW_001	4850	MW	ROM Sheeting	80	0.672434769	0.67	0.00	1.73	
1	8/4/25	DT003	D	CPO_1_4850_0033_MW_002	4850	MW	ROM Sheeting	80	0.463765945	0.46	0.00	1.18	
1	8/4/25	DT003	D	CPO_1_4850_0033_MW_002	4850	MW	ROM Sheeting	80	0.463765945	0.46	0.00	1.18	
1	8/4/25	DT003	D	CPO_1_4850_0033_MW_002	4850	MW	ROM Sheeting	80	0.463765945	0.46	0.00	1.18	
1	8/4/25	DT003	D	CPO_1_4850_0033_MW_002	4850	MW	ROM Sheeting	80	0.463765945	0.46	0.00	1.18	
1	8/4/25	DT005	D	CPO_1_4850_0033_MW_002	4850	MW	ROM Sheeting	80	0.463765945	0.46	0.00	1.18	
1	8/4/25	DT005	D	CPO_1_4850_0033_MW_002	4850	MW	ROM Sheeting	80	0.463765945	0.46	0.00	1.18	
1	8/4/25	DT005	D	CPO_1_4850_0033_MW_002	4850	MW	ROM Sheeting	80	0.463765945	0.46	0.00	1.18	
1	8/4/25	DT108	D	CPO_1_4850_0033_MW_002	4850	MW	ROM Sheeting	80	0.463765945	0.46	0.00	1.18	
1	8/4/25	DT108	D	CPO_1_4850_0033_MW_002	4850	MW	ROM Sheeting	80	0.463765945	0.46	0.00	1.18	
1	8/4/25	DT108	D	CPO_1_4850_0033_MW_002	4850	MW	ROM Sheeting	80	0.463765945	0.46	0.00	1.18	
1	8/4/25	DT108	D	CPO_1_4850_0043_MW_003	4850	MW	ROM Sheeting	80	0.501868575	0.5	0.00	1.29	
1	8/4/25	DT108	D	CPO_1_4850_0043_MW_003	4850	MW	ROM Sheeting	80	0.501868575	0.5	0.00	1.29	
1	8/4/25	DT108	D	CPO_1_4850_0043_MW_003	4850	MW	ROM Sheeting	80	0.501868575	0.5	0.00	1.29	
1	8/4/25	DT005	D	CPO_1_4850_0043_MW_003	4850	MW	ROM Sheeting	80	0.501868575	0.5	0.00	1.29	
1	8/4/25	DT005	D	CPO_1_4850_0043_MW_003	4850	MW	ROM Sheeting	80	0.501868575	0.5	0.00	1.29	
1	8/4/25	DT005	D	CPO_1_4850_0043_MW_003	4850	MW	ROM Sheeting	80	0.501868575	0.5	0.00	1.29	
1	8/4/25	DT003	D	CPO_1_4850_0043_MW_003	4850	MW	ROM Sheeting	80	0.501868575	0.5	0.00	1.29	
1	8/4/25	DT003	D	CPO_1_4850_0043_MW_003	4850	MW	ROM Sheeting	80	0.501868575	0.5	0.00	1.29	
1	8/4/25	DT003	D	CPO_1_4850_0043_MW_003	4850	MW	ROM Sheeting	80	0.501868575	0.5	0.00	1.29	MW_03 on the 04/08- 85% mined, drill and blast cones
1	8/4/25	DT108	D	CPO_1_4850_0043_MW_001	4850	MW	ROM Sheeting	80	0.421729958	0.42	0.00	1.08	
1	8/4/25	DT108	D	CPO_1_4850_0043_MW_001	4850	MW	ROM Sheeting	80	0.421729958	0.42	0.00	1.08	
1	8/4/25	DT108	D	CPO_1_4850_0043_MW_001	4850	MW	ROM Sheeting	80	0.421729958	0.42	0.00	1.08	
1	8/4/25	DT108	D	CPO_1_4850_0043_MW_001	4850	MW	ROM Sheeting	80	0.421729958	0.42	0.00	1.08	
1	8/4/25	DT005	D	CPO_1_4850_0043_MW_001	4850	MW	ROM Sheeting	80	0.421729958	0.42	0.00	1.08	
1	8/4/25	DT005	D	CPO_1_4850_0043_MW_001	4850	MW	ROM Sheeting	80	0.421729958	0.42	0.00	1.08	
1	8/4/25	DT005	D	CPO_1_4850_0043_MW_001	4850	MW	ROM Sheeting	80	0.421729958	0.42	0.00	1.08	
1	8/4/25	DT005	D	CPO_1_4850_0043_MW_001	4850	MW	ROM Sheeting	80	0.421729958	0.42	0.00	1.08	
1	8/4/25	DT003	D	CPO_1_4850_0043_MW_001	4850	MW	ROM Sheeting	80	0.421729958	0.42	0.00	1.08	
1	8/4/25	DT003	D	CPO_1_4850_0043_MW_001	4850	MW	ROM Sheeting	80	0.421729958	0.42	0.00	1.08	
1	8/4/25	DT003	D	CPO_1_4850_0043_MW_001	4850	MW	ROM Sheeting	80	0.421729958	0.42	0.00	1.08	
1	8/5/25	DT003	D	CPO_1_4850_0033_MW_004	4850	MW	Waste Dump	80	0.627196644	0.63	0.00	1.62	
1	8/5/25	DT100	D	CPO_1_4850_0033_MW_004	4850	MW	Waste Dump	80	0.627196644	0.63	0.00	1.62	
1	8/5/25	DT100	D	CPO_1_4850_0033_MW_004	4850	MW	Waste Dump	80	0.627196644	0.63	0.00	1.62	
1	8/5/25	DT003	D	CPO_1_4850_0033_LG_001	4850	LG	LG7	80	0.80789149	0.729	0.00	1.88	
1	8/5/25	DT003	D	CPO_1_4850_0033_LG_001	4850	LG	LG7	80	0.80789149	0.729	0.00	1.88	
1	8/5/25	DT003	D	CPO_1_4850_0033_LG_001	4850	LG	LG7	80	0.80789149	0.729	0.00	1.88	
1	8/5/25	DT003	D	CPO_1_4850_0033_LG_001	4850	LG	LG7	80	0.80789149	0.729	0.00	1.88	
1	8/5/25	DT003	D	CPO_1_4850_0033_LG_001	4850	LG	LG7	80	0.80789149	0.729	0.00	1.88	
1	8/5/25	DT003	D	CPO_1_4850_0033_LG_001	4850	LG	LG7	80	0.80789149	0.729	0.00	1.88	
1	8/5/25	DT003	D	CPO_1_4850_0033_LG_001	4850	LG	LG7	80	0.80789149	0.729	0.00	1.88	
1	8/5/25	DT003	D	CPO_1_4850_0033_LG_001	4850	LG	LG7	80	0.80789149	0.729	0.00	1.88	
1	8/5/25	DT003	D	CPO_1_4850_0033_LG_001	4850	LG	LG7	80	0.80789149	0.729	0.00	1.88	
1	8/5/25	DT003	D	CPO_1_4850_0033_LG_001	4850	LG	LG7	80	0.80789149	0.729	0.00	1.88	
1	8/5/25	DT003	D	CPO_1_4850_0033_LG_001	4850	LG	LG7	80	0.80789149	0.729	0.00	1.88	
1	8/5/25	DT003	D	CPO_1_4850_0033_LG_001	4850	LG	LG7	80	0.80789149	0.729	0.00	1.88	
1	8/5/25	DT003	D	CPO_1_4850_0033_LG_001	4850	LG	LG7	80	0.80789149	0.729	0.00	1.88	
1	8/5/25	DT100	D	CPO_1_4850_0033_LG_001	4850	LG	LG7	80	0.80789149	0.729	0.00	1.88	
1	8/5/25	DT100	D	CPO_1_4850_0033_LG_001	4850	LG	LG7	80	0.80789149	0.729	0.00	1.88	
1	8/5/25	DT100	D	CPO_1_4850_0033_LG_001	4850	LG	LG7	80	0.80789149	0.729	0.00	1.88	
1	8/5/25	DT100	D	CPO_1_4850_0033_LG_001	4850	LG	LG7	80	0.80789149	0.729	0.00	1.88	
1	8/5/25	DT100	D	CPO_1_4850_0033_LG_001	4850	LG	LG7	80	0.80789149	0.729	0.00	1.88	
1	8/5/25	DT100	D	CPO_1_4850_0033_LG_001	4850	LG	LG7	80	0.80789149	0.729	0.00	1.88	
1	8/5/25	DT100	D	CPO_1_4850_0033_LG_001	4850	LG	LG7	80	0.80789149	0.729	0.00	1.88	
1	8/5/25	DT100	D	CPO_1_4850_0033_LG_001	4850	LG	LG7	80	0.80789149	0.729	0.00	1.88	
1	8/5/25	DT100	D	CPO_1_4850_0033_LG_001	4850	LG	LG7	80	0.80789149	0.729	0.00	1.88	
1	8/5/25	DT100	D	CPO_1_4850_0033_LG_001	4850	LG	LG7	80	0.80789149	0.729	0.00	1.88	
1	8/5/25	DT100	D	CPO_1_4850_0033_LG_001	4850	LG	LG7	80	0.80789149	0.729	0.00	1.88	
1	8/5/25	DT100	D	CPO_1_4850_0033_LG_001	4850	LG	LG7	80	0.80789149	0.729	0.00	1.88	
1	8/5/25	DT100	D	CPO_1_4850_0033_MW_003	4850	MW	MW SP	80	0.539875444	0.54	0.00	1.39	
1	8/5/25	DT003	D	CPO_1_4850_0033_MW_003	4850	MW	MW SP	80	0.539875444	0.54	0.00	1.39	
1	8/6/25	DT003	D	CPO_1_4850_0033_LG_002	4850	LG	LG7	80	0.789666193	0.711	0.00	1.83	
1	8/6/25	DT003	D	CPO_1_4850_0033_LG_002	4850	LG	LG7	80	0.789666193	0.711	0.00	1.83	
1	8/6/25	DT003	D	CPO_1_4850_0033_LG_002	4850	LG	LG7	80	0.789666193	0.711	0.00	1.83	
1	8/6/25	DT003	D	CPO_1_4850_0033_LG_002	4850	LG	LG7	80	0.789666193	0.711	0.00	1.83	
1	8/6/25	DT003	D	CPO_1_4850_0033_LG_002	4850	LG	LG7	80	0.789666193	0.711	0.00	1.83	
1	8/6/25	DT003	D	CPO_1_4850_0033_LG_002	4850	LG	LG7	80	0.789666193	0.711	0.00	1.83	
1	8/6/25	DT108	D	CPO_1_4850_0033_LG_002	4850	LG	LG7	80	0.789666193	0.711	0.00	1.83	
1	8/6/25	DT108	D	CPO_1_4850_0033_LG_002	4850	LG	LG7	80	0.789666193	0.711	0.00	1.83	
1	8/6/25	DT108	D	CPO_1_4850_0033_LG_002	4850	LG	LG7	80	0.789666193	0.711	0.00	1.83	
1	8/6/25	DT108	D	CPO_1_4850_0033_LG_002	4850	LG	LG7	80	0.789666193	0.711	0.00	1.83	
1	8/6/25	DT108	D	CPO_1_4850_0033_LG_002	4850	LG	LG7	80	0.789666193	0.711	0.00	1.83	
1	8/6/25	DT108	D	CPO_1_4850_0033_LG_002	4850	LG	LG7	40	0.789666193	0.711	0.00	0.91	Half truck loaded
1	8/6/25	DT108	D	CPO_1_4850_0033_MW_003	4850	MW	ROM Sheeting	80	0.539875444	0.54	0.00	1.39	
1	8/6/25	DT108	D	CPO_1_4850_0033_MW_003	4850	MW	ROM Sheeting	80	0.539875444	0.54	0.00	1.39	sheeting
1	8/6/25	DT108	D	CPO_1_4850_0033_MW_003	4850	MW	ROM Sheeting	80	0.539875444	0.54	0.00	1.39	sheeting
1	8/6/25	DT003	D	CPO_1_4850_0033_MW_003	4850	MW	ROM Sheeting	80	0.539875444	0.54	0.00	1.39	sheeting
1	8/6/25	DT003	D	CPO_1_4850_0033_MW_003	4850	MW	ROM Sheeting	80	0.539875444	0.54	0.00	1.39	sheeting
1	8/6/25	DT003	D	CPO_1_4850_0033_MW_003	4850	MW	ROM Sheeting	80	0.539875444	0.54	0.00	1.39	sheeting
1	8/6/25	DT003	D	CPO_1_4850_0033_HG_001	4850	HG	Delta	80	2.015590805	2.02	0.00	5.20	
1	8/6/25	DT003	D	CPO_1_4850_0033_HG_001	4850	HG	Delta	80	2.015590805	2.02	0.00	5.20	
1	8/6/25	DT003	D	CPO_1_4850_0033_HG_001	4850	HG	Delta	80	2.015590805	2.02	0.00	5.20	
1	8/6/25	DT003	D	CPO_1_4850_0033_HG_001	4850	HG	Delta	80	2.015590805	2.02	0.00	5.20	
1	8/6/25	DT003	D	CPO_1_4850_0033_HG_001	4850	HG	Delta	80	2.015590805	2.02	0.00	5.20	
1	8/6/25	DT003	D	CPO_1_4850_0033_HG_001	4850	HG	Delta	80	2.015590805	2.02	0.00	5.20	
1	8/6/25	DT003	D	CPO_1_4850_0033_HG_001	4850	HG	Delta	80	2.015590805	2.02	0.00	5.20	
1	8/6/25	DT003	D	CPO_1_4850_0033_HG_001	4850	HG	Delta	80	2.015590805	2.02	0.00	5.20	
1	8/6/25	DT003	D	CPO_1_4850_0033_HG_001	4850	HG	Delta	80	2.015590805	2.02	0.00	5.20	
1	8/6/25	DT003	D	CPO_1_4850_0033_HG_001	4850	HG	Delta	80	2.015590805	2.02	0.00	5.20	
1	8/6/25	DT003	D	CPO_1_4850_0033_HG_001	4850	HG	Delta	80	2.015590805	2.02	0.00	5.20	
1	8/6/25	DT003	D	CPO_1_4850_0033_HG_001	4850	HG	Delta	80	2.015590805	2.02	0.00	5.20	
1	8/6/25	DT003	D	CPO_1_4850_0033_HG_001	4850	HG	Delta	80	2.015590805	2.02	0.00	5.20	
1	8/6/25	DT003	D	CPO_1_4850_0033_HG_001	4850	HG	Delta	80	2.015590805	2.02	0.00	5.20	
1	8/6/25	DT108	D	CPO_1_4850_0033_HG_001	4850	HG	Delta	80	2.015590805	2.02	0.00	5.20	
1	8/6/25	DT108	D	CPO_1_4850_0033_HG_001	4850	HG	Delta	80	2.015590805	2.02	0.00	5.20	
1	8/6/25	DT108	D	CPO_1_4850_0033_HG_001	4850	HG	Delta	80	2.015590805	2.02	0.00	5.20	
1	8/6/25	DT108	D	CPO_1_4850_0033_HG_001	4850	HG	Delta	80	2.015590805	2.02	0.00	5.20	
1	8/6/25	DT108	D	CPO_1_4850_0033_HG_001	4850	HG	Delta	80	2.015590805	2.02	0.00	5.20	
1	8/6/25	DT108	D	CPO_1_4850_0033_HG_001	4850	HG	Delta	80	2.015590805	2.02	0.00	5.20	
1	8/6/25	DT108	D	CPO_1_4850_0033_HG_001	4850	HG	Delta	80	2.015590805	2.02	0.00	5.20	
1	8/6/25	DT108	D	CPO_1_4850_0033_HG_001	4850	HG	Delta	80	2.015590805	2.02	0.00	5.20	
1	8/6/25	DT108	D	CPO_1_4850_0033_HG_001	4850	HG	Delta	80	2.015590805	2.02	0.00	5.20	
1	8/6/25	DT108	D	CPO_1_4850_0033_HG_001	4850	HG	Delta	80	2.015590805	2.02	0.00	5.20	
1	8/6/25	DT108	D	CPO_1_4850_0033_HG_001	4850	HG	Delta	80	2.015590805	2.02	0.00	5.20	
1	8/6/25	DT108	D	CPO_1_4850_0033_HG_001	4850	HG	Delta	80	2.015590805	2.02	0.00	5.20	
1	8/6/25	DT108	D	CPO_1_4850_0033_HG_001	4850	HG	Delta	80	2.015590805	2.02	0.00	5.20	
1	8/6/25	DT005	D	CPO_1_4850_0043_LG_001	4850	LG	LG7	80	0.946448913	0.855	0.00	2.20	
1	8/6/25	DT003	D	CPO_1_4850_0043_LG_001	4850	LG	LG7	80	0.946448913	0.855	0.00	2.20	
1	8/6/25	DT003	D	CPO_1_4850_0043_LG_001	4850	LG	LG7	80	0.946448913	0.855	0.00	2.20	
1	8/6/25	DT003	D	CPO_1_4850_0043_LG_001	4850	LG	LG7	80	0.946448913	0.855	0.00	2.20	
1	8/6/25	DT003	D	CPO_1_4850_0043_LG_001	4850	LG	LG7	80	0.946448913	0.855	0.00	2.20	
1	8/6/25	DT003	D	CPO_1_4850_0043_LG_001	4850	LG	LG7	80	0.946448913	0.855	0.00	2.20	
1	8/6/25	DT108	D	CPO_1_4850_0043_LG_001	4850	LG	LG7	80	0.946448913	0.855	0.00	2.20	
1	8/6/25	DT108	D	CPO_1_4850_0043_LG_001	4850	LG	LG7	80	0.946448913	0.855	0.00	2.20	
1	8/6/25	DT108	D	CPO_1_4850_0043_LG_001	4850	LG	LG7	80	0.946448913	0.855	0.00	2.20	
1	8/6/25	DT108	D	CPO_1_4850_0043_LG_001	4850	LG	LG7	80	0.946448913	0.855	0.00	2.20	
1	8/6/25	DT108	D	CPO_1_4850_0043_LG_001	4850	LG	LG7	80	0.946448913	0.855	0.00	2.20	
1	8/6/25	DT108	D	CPO_1_4850_0043_LG_002	4850	LG	LG7	80	0.990946876	0.891	0.00	2.29	
1	8/6/25	DT108	D	CPO_1_4850_0043_LG_002	4850	LG	LG7	80	0.990946876	0.891	0.00	2.29	
1	8/6/25	DT108	D	CPO_1_4850_0043_LG_002	4850	LG	LG7	80	0.990946876	0.891	0.00	2.29	
1	8/6/25	DT108	D	CPO_1_4850_0043_LG_002	4850	LG	LG7	80	0.990946876	0.891	0.00	2.29	
1	8/6/25	DT003	D	CPO_1_4850_0043_LG_002	4850	LG	LG7	80	0.990946876	0.891	0.00	2.29	
1	8/6/25	DT003	D	CPO_1_4850_0043_LG_002	4850	LG	LG7	80	0.990946876	0.891	0.00	2.29	
1	8/6/25	DT003	D	CPO_1_4850_0043_LG_002	4850	LG	LG7	80	0.990946876	0.891	0.00	2.29	
1	8/6/25	DT003	D	CPO_1_4850_0043_LG_002	4850	LG	LG7	80	0.990946876	0.891	0.00	2.29	
1	8/6/25	DT005	D	CPO_1_4850_0043_LG_002	4850	LG	LG7	80	0.990946876	0.891	0.00	2.29	
1	8/7/25	DT003	D	CPO_1_4850_0043_HG_001	4850	HG	Delta	240	1.649148845	1.65	0.00	12.73	
1	8/7/25	DT108	D	CPO_1_4850_0043_HG_001	4850	HG	Delta	240	1.649148845	1.65	0.00	12.73	
1	8/7/25	DT005	D	CPO_1_4850_0043_HG_001	4850	HG	Delta	160	1.649148845	1.65	0.00	8.48	
1	8/7/25	DT005	D	CPO_1_4850_0043_LG_001	4850	LG	LG7	160	0.946448913	0.86	0.00	4.40	
1	8/7/25	DT003	D	CPO_1_4850_0043_LG_001	4850	LG	LG7	240	0.946448913	0.86	0.00	6.60	
1	8/7/25	DT108	D	CPO_1_4850_0043_LG_001	4850	LG	LG7	240	0.946448913	0.86	0.00	6.60	
1	8/8/25	DT108	D	CPO_1_4825_0033_LG_003	4825	LG	LG7	240	1.113662592	1.11	0.00	8.59	
1	8/8/25	DT005	D	CPO_1_4825_0033_LG_003	4825	LG	LG7	320	1.113662592	1.11	0.00	11.46	
1	8/8/25	DT003	D	CPO_1_4825_0033_LG_003	4825	LG	LG7	320	1.113662592	1.11	0.00	11.46	
1	8/8/25	DT108	D	CPO_1_4825_0033_MW_005	4825	MW	ROM Sheeting	280	0.6904924	0.69	0.00	6.22	Rom 
1	8/8/25	DT005	D	CPO_1_4825_0033_MW_005	4825	MW	ROM Sheeting	240	0.6904924	0.69	0.00	5.33	Rom 
1	8/8/25	DT003	D	CPO_1_4825_0033_MW_005	4825	MW	ROM Sheeting	160	0.6904924	0.69	0.00	3.55	Rom 
1	8/8/25	DT108	D	CPO_1_4825_0033_LG_002	4825	LG	LG7	480	1.16234856	1.16	0.00	17.94	
1	8/8/25	DT003	D	CPO_1_4825_0033_LG_002	4825	LG	LG7	320	1.16234856	1.16	0.00	11.96	
1	8/8/25	DT005	D	CPO_1_4825_0033_LG_002	4825	LG	LG7	400	1.16234856	1.16	0.00	14.95	
1	8/9/25	DT003	D	CPO_1_4825_0033_LG_002	4825	LG	LG7	320	1.16234856	1.16	0.00	11.96	
1	8/9/25	DT005	D	CPO_1_4825_0033_LG_002	4825	LG	LG7	240	1.16234856	1.16	0.00	8.97	
1	8/9/25	DT108	D	CPO_1_4825_0033_LG_002	4825	LG	LG7	160	1.16234856	1.16	0.00	5.98	
1	8/9/25	DT003	D	CPO_1_4825_0033_HG_003	4825	HG	Delta	800	2.105503767	2.11	0.00	54.15	
1	8/9/25	DT005	D	CPO_1_4825_0033_HG_003	4825	HG	Delta	720	2.105503767	2.11	0.00	48.74	
1	8/9/25	DT108	D	CPO_1_4825_0033_HG_003	4825	HG	Delta	720	2.105503767	2.11	0.00	48.74	
1	8/9/25	DT003	D	CPO_1_4825_0033_HG_002	4825	HG	Delta	480	2.298539848	2.30	0.00	35.47	
1	8/9/25	DT108	D	CPO_1_4825_0033_HG_002	4825	HG	Delta	480	2.298539848	2.30	0.00	35.47	
1	8/9/25	DT005	D	CPO_1_4825_0033_HG_002	4825	HG	Delta	400	2.298539848	2.30	0.00	29.56	
1	8/9/25	DT005	D	CPO_1_4825_0033_MW_004	4825	MW	ROM Sheeting	80	0.695289209	0.70	0.00	1.80	Crusher sheeting
1	8/9/25	DT005	D	CPO_1_4825_0033_LG_001	4825	LG	LG7	240	0.726933612	0.73	0.00	5.61	
1	8/9/25	DT003	D	CPO_1_4825_0033_LG_001	4825	LG	LG7	160	0.726933612	0.73	0.00	3.74	
1	8/9/25	DT108	D	CPO_1_4825_0033_LG_001	4825	LG	LG7	160	0.726933612	0.73	0.00	3.74	
1	8/10/25	DT003	D	CPO_1_4825_0033_MW_002	4825	MW	ROM Sheeting	80	0.482589652	0.48	0.00	1.24	Crusher sheeting
1	8/10/25	DT108	D	CPO_1_4825_0033_MW_002	4825	MW	ROM Sheeting	80	0.482589652	0.48	0.00	1.24	Crusher sheeting
1	8/10/25	DT005	D	CPO_1_4825_0033_MW_002	4825	MW	ROM Sheeting	80	0.482589652	0.48	0.00	1.24	Crusher sheeting
1	8/10/25	DT108	D	CPO_1_4825_0033_MW_003	4825	MW	ROM Sheeting	720	0.416186366	0.42	0.00	9.63	Crusher sheeting
1	8/10/25	DT005	D	CPO_1_4825_0033_MW_003	4825	MW	ROM Sheeting	720	0.416186366	0.42	0.00	9.63	Crusher sheeting
1	8/10/25	DT003	D	CPO_1_4825_0033_MW_003	4825	MW	ROM Sheeting	640	0.416186366	0.42	0.00	8.56	Crusher sheeting
1	8/10/25	DT108	D	CPO_1_4825_0033_MW_004	4825	MW	ROM Sheeting	160	0.695289209	0.70	0.00	3.58	Crusher sheeting
1	8/10/25	DT005	D	CPO_1_4825_0033_MW_004	4825	MW	ROM Sheeting	160	0.695289209	0.70	0.00	3.58	Crusher sheeting
1	8/10/25	DT003	D	CPO_1_4825_0033_MW_004	4825	MW	MW SP	80	0.695289209	0.70	0.00	1.79	MW Stockpile
1	8/10/25	DT003	D	CPO_1_4825_0033_MW_004	4825	MW	ROM Sheeting	80	0.695289209	0.70	0.00	1.79	Crusher sheeting
1	8/10/25	DT003	D	CPO_1_4825_0033_LG_001	4825	LG	LG7	160	0.726933612	0.73	0.00	3.74	
1	8/10/25	DT005	D	CPO_1_4825_0033_LG_001	4825	LG	LG7	160	0.726933612	0.73	0.00	3.74	
1	8/10/25	DT107	D	CPO_1_4825_0033_LG_001	4825	LG	LG7	160	0.726933612	0.73	0.00	3.74	
1	8/10/25	DT108	D	CPO_1_4825_0033_LG_001	4825	LG	LG7	80	0.726933612	0.73	0.00	1.87	
1	8/15/25	DT003	D	CPO_1_4825_0033_HG_001	4825	HG	Delta	80	1.739456049	1.74	0.00	4.47	Waste Dump- Rehandled 15/08
1	8/15/25	DT003	D	CPO_1_4825_0033_HG_001	4825	HG	Delta	80	1.739456049	1.74	0.00	4.47	Waste Dump- Rehandled 15/08
1	8/15/25	DT003	D	CPO_1_4825_0033_HG_001	4825	HG	Delta	80	1.739456049	1.74	0.00	4.47	Waste Dump- Rehandled 15/08
1	8/15/25	DT003	D	CPO_1_4825_0033_HG_001	4825	HG	Delta	60	1.739456049	1.74	0.00	3.36	Waste Dump- Rehandled 15/08
1	8/15/25	DT003	D	CPO_1_4825_0033_HG_001	4825	HG	Delta	60	1.739456049	1.74	0.00	3.36	LG5- Rehandled 15/08
1	8/15/25	DT003	D	CPO_1_4825_0033_HG_001	4825	HG	Delta	60	1.739456049	1.74	0.00	3.36	LG5- Rehandled 15/08
1	8/15/25	DT003	D	CPO_1_4825_0033_HG_001	4825	HG	Delta	60	1.739456049	1.74	0.00	3.36	LG5- Rehandled 15/08
1	8/15/25	DT003	D	CPO_1_4825_0033_HG_001	4825	HG	Delta	60	1.739456049	1.74	0.00	3.36	LG5- Rehandled 15/08
1	8/15/25	DT003	D	CPO_1_4825_0033_HG_001	4825	HG	Delta	60	1.739456049	1.74	0.00	3.36	LG5- Rehandled 15/08
1	8/15/25	DT003	D	CPO_1_4825_0033_HG_001	4825	HG	Delta	60	1.739456049	1.74	0.00	3.36	LG5- Rehandled 15/08
1	8/11/25	DT003	D	CPO_1_4825_0034_MW_002	4825	MW	ROM Sheeting	800	0.482474967	0.48	0.00	12.41	Crusher sheeting
1	8/11/25	DT005	D	CPO_1_4825_0034_MW_002	4825	MW	ROM Sheeting	720	0.482474967	0.48	0.00	11.17	Crusher sheeting
1	8/11/25	DT003	N	CPO_1_4825_0043_MW_003	4825	MW	ROM Sheeting	240	0.520054352	0.52	0.00	4.01	Crusher sheeting
1	8/11/25	DT003	N	CPO_1_4825_0043_MW_001	4825	MW	ROM Sheeting	320	0.443645416	0.44	0.00	4.56	Crusher sheeting
1	8/11/25	DT108	N	CPO_1_4825_0043_MW_003	4825	MW	ROM Sheeting	160	0.520054352	0.52	0.00	2.68	Crusher sheeting
1	8/11/25	DT108	N	CPO_1_4825_0043_MW_001	4825	MW	ROM Sheeting	320	0.443645416	0.44	0.00	4.56	Crusher sheeting
1	8/11/25	DT108	N	CPO_1_4825_0043_MW_001	4825	MW	MW SP	80	0.443645416	0.44	0.00	1.14	Oversized
1	8/11/25	DT105	N	CPO_1_4825_0043_MW_001	4825	MW	ROM Sheeting	400	0.443645416	0.44	0.00	5.71	Crusher sheeting
1	8/11/25	DT105	N	CPO_1_4825_0043_MW_003	4825	MW	ROM Sheeting	160	0.520054352	0.52	0.00	2.68	Crusher sheeting
1	8/11/25	DT003	N	CPO_1_4825_0043_MW_003	4825	MW	ROM Sheeting	80	0.520054352	0.52	0.00	1.34	
1	8/11/25	DT003	N	CPO_1_4825_0043_MW_001	4825	MW	ROM Sheeting	560	0.443645416	0.44	0.00	7.99	
1	8/11/25	DT108	N	CPO_1_4825_0043_MW_003	4825	MW	ROM Sheeting	160	0.520054352	0.52	0.00	2.68	
1	8/11/25	DT108	N	CPO_1_4825_0043_MW_001	4825	MW	ROM Sheeting	480	0.443645416	0.44	0.00	6.85	
1	8/11/25	DT105	N	CPO_1_4825_0043_MW_001	4825	MW	ROM Sheeting	560	0.443645416	0.44	0.00	7.99	
1	8/12/25	DT003	D	CPO_1_4825_0043_LG_002	4825	LG	LG7	560	0.75186468	0.75	0.00	13.54	
1	8/12/25	DT005	D	CPO_1_4825_0043_LG_002	4825	LG	LG7	480	0.75186468	0.75	0.00	11.60	
1	8/12/25	DT005	D	CPO_1_4825_0043_HG_001	4825	HG	Delta	640	3.217882996	3.22	0.00	66.21	
1	8/12/25	DT003	D	CPO_1_4825_0043_HG_001	4825	HG	Delta	400	3.217882996	3.22	0.00	41.38	
1	8/12/25	DT003	D	CPO_1_4825_0043_HG_001	4825	HG	Delta	560	3.217882996	3.22	0.00	57.94	
1	8/12/25	DT005	D	CPO_1_4825_0043_HG_001	4825	HG	Delta	640	3.217882996	3.22	0.00	66.21	
1	8/12/25	DT005	D	CPO_1_4825_0033_HG_001	4825	HG	Delta	80	1.739456049	1.74	0.00	4.47	
1	8/12/25	DT108	D	CPO_1_4825_0033_HG_001	4825	HG	Delta	80	1.739456049	1.74	0.00	4.47	
1	8/13/25	DT108	D	CPO_1_4825_0043_LG_001	4825	LG	LG7	240	1.096801368	1.096801368	0.00	8.46	
